Category Code,Category English Desc,Category French Desc,Sub-Category Code,Sub-Category English Desc,Sub-Category French Desc,Charity Type English Desc,Charity Type French Desc
155,Upholding Human Rights,Respect des droits de la personne,1,Increasing public awareness and promoting respect of human rights issues,Sensibiliser le public / accroître le respect du droit de la personne,Other Purposes Beneficial to the Community,Autres fins qui profitent à la collectivité
155,Upholding Human Rights,Respect des droits de la personne,2,Monitoring / reporting on the fulfillment of human rights obligations,Surveillance / rapport sur le respect des obligations en matière du droit de la personne,Other Purposes Beneficial to the Community,Autres fins qui profitent à la collectivité
155,Upholding Human Rights,Respect des droits de la personne,3,Upholding human rights law / administration and enforcement of human rights law,Application de la loi sur les droits de la personne/promotion de l'administration et du respect du droit de la personne,Other Purposes Beneficial to the Community,Autres fins qui profitent à la collectivité
155,Upholding Human Rights,Respect des droits de la personne,99,Other,Autre,Other Purposes Beneficial to the Community,Autres fins qui profitent à la collectivité
160,Community Resource,Ressources communautaires,1,Aboriginal programs and services (includes friendship centres),Programmes et services pour les autochtones (y compris les centres d'amitié),Other Purposes Beneficial to the Community,Autres fins qui profitent à la collectivité
160,Community Resource,Ressources communautaires,2,Battered women's centre,Centre / refuge pour femmes battues,Other Purposes Beneficial to the Community,Autres fins qui profitent à la collectivité
160,Community Resource,Ressources communautaires,3,Crime prevention / preservation of law & order,Prévention du crime / préservation de la justice et de l'ordre,Other Purposes Beneficial to the Community,Autres fins qui profitent à la collectivité
160,Community Resource,Ressources communautaires,4,Community land trust,Fiducie immobilière pour le bénéfice de la communauté,Other Purposes Beneficial to the Community,Autres fins qui profitent à la collectivité
160,Community Resource,Ressources communautaires,5,Crisis / distress phone line,Ligne téléphonique d'aide à la crise / détresse,Other Purposes Beneficial to the Community,Autres fins qui profitent à la collectivité
160,Community Resource,Ressources communautaires,6,Daycare  /Nursery / After school care,Garderie de jour / après l'école,Other Purposes Beneficial to the Community,Autres fins qui profitent à la collectivité
160,Community Resource,Ressources communautaires,7,Employment / Job training for people with physical and mental disabilities,Emploi / formation professionnelle à l'emploi pour les personnes ayant des déficiences physiques ou mentales,Other Purposes Beneficial to the Community,Autres fins qui profitent à la collectivité
160,Community Resource,Ressources communautaires,8,Immigrant Services (jobs / language / etc.),"Services aux immigrants (emploi, langue, etc.)",Other Purposes Beneficial to the Community,Autres fins qui profitent à la collectivité
160,Community Resource,Ressources communautaires,9,Legal assistance and services (mediation),Aide et services juridiques (médiation),Other Purposes Beneficial to the Community,Autres fins qui profitent à la collectivité
160,Community Resource,Ressources communautaires,10,Military / family / veteran support,Soutien aux membres / anciens combattants des Forces armées et leurs familles,Other Purposes Beneficial to the Community,Autres fins qui profitent à la collectivité
160,Community Resource,Ressources communautaires,11,Missing children organization,Organisme pour la recherche d'enfants disparus,Other Purposes Beneficial to the Community,Autres fins qui profitent à la collectivité
160,Community Resource,Ressources communautaires,12,Rape / sexual assault / abuse support,Soutien aux victimes de viol / abus sexuel,Other Purposes Beneficial to the Community,Autres fins qui profitent à la collectivité
160,Community Resource,Ressources communautaires,13,Rehabilitation of offenders,Réhabilitation des contrevenants,Other Purposes Beneficial to the Community,Autres fins qui profitent à la collectivité
160,Community Resource,Ressources communautaires,14,Suicide prevention,Prévention du suicide,Other Purposes Beneficial to the Community,Autres fins qui profitent à la collectivité
160,Community Resource,Ressources communautaires,15,Facilitator organization supporting and enhancing the work of groups involved in the delivery of charitable programs,Organisme-cadre qui appuie et améliore le travail de groupes impliqués dans la prestation de programmes de bienfaisance,Other Purposes Beneficial to the Community,Autres fins qui profitent à la collectivité
160,Community Resource,Ressources communautaires,16,Employment counselling / guidance (career),Conseils et préparation à l'emploi (carrière),Other Purposes Beneficial to the Community,Autres fins qui profitent à la collectivité
160,Community Resource,Ressources communautaires,17,Employment training / rehabilitation,Formation liée à l'emploi / réadaptation professionelle,Other Purposes Beneficial to the Community,Autres fins qui profitent à la collectivité
160,Community Resource,Ressources communautaires,18,Volunteerism,Bénévolat,Other Purposes Beneficial to the Community,Autres fins qui profitent à la collectivité
160,Community Resource,Ressources communautaires,19,Youth programs and services,Programmes et services pour les jeunes,Other Purposes Beneficial to the Community,Autres fins qui profitent à la collectivité
160,Community Resource,Ressources communautaires,99,Other,Autre,Other Purposes Beneficial to the Community,Autres fins qui profitent à la collectivité
170,Environment,Environnement,1,Conservation of nature / habitat group / ecosystem preservation etc.,Groupe de protection de la nature / habitat naturel / préservation de l'écosystème,Other Purposes Beneficial to the Community,Autres fins qui profitent à la collectivité
170,Environment,Environnement,2,Pollution Reduction,Réduction de la pollution,Other Purposes Beneficial to the Community,Autres fins qui profitent à la collectivité
170,Environment,Environnement,3,Environmental development solutions and technologies,Solutions et technologies liées au développement environnemental,Other Purposes Beneficial to the Community,Autres fins qui profitent à la collectivité
170,Environment,Environnement,4,Upholding environmental law,Respect des lois environnementales,Other Purposes Beneficial to the Community,Autres fins qui profitent à la collectivité
170,Environment,Environnement,5,Waste management reduction / recycling,Réduction des déchets / recyclage,Other Purposes Beneficial to the Community,Autres fins qui profitent à la collectivité
170,Environment,Environnement,99,Other,Autre,Other Purposes Beneficial to the Community,Autres fins qui profitent à la collectivité
175,Agriculture,Agriculture,1,Agriculture / farm society or aid / safety,Société / aide / sécurité agricole,Other Purposes Beneficial to the Community,Autres fins qui profitent à la collectivité
175,Agriculture,Agriculture,2,Horticultural society,Société d'horticulture,Other Purposes Beneficial to the Community,Autres fins qui profitent à la collectivité
175,Agriculture,Agriculture,99,Other,Autre,Other Purposes Beneficial to the Community,Autres fins qui profitent à la collectivité
180,Animal Welfare,Protection des animaux,1,Animal hospital,Hôpital / clinique vétérinaire,Other Purposes Beneficial to the Community,Autres fins qui profitent à la collectivité
180,Animal Welfare,Protection des animaux,2,Animal shelter / neuter /adoption,Adoption / refuge / stérilisation des animaux,Other Purposes Beneficial to the Community,Autres fins qui profitent à la collectivité
180,Animal Welfare,Protection des animaux,3,Wildlife protection organization,Organisme de protection de la faune en général,Other Purposes Beneficial to the Community,Autres fins qui profitent à la collectivité
180,Animal Welfare,Protection des animaux,4,Rescuing domestic / holding stray / abandoned / surrendered animals,Sauvetage des animaux délaissés / errants,Other Purposes Beneficial to the Community,Autres fins qui profitent à la collectivité
180,Animal Welfare,Protection des animaux,99,Other,Autre,Other Purposes Beneficial to the Community,Autres fins qui profitent à la collectivité
190,Arts,Artistiques,1,Arts council (promoting the industry),Conseil des arts (promotion de l'industrie),Other Purposes Beneficial to the Community,Autres fins qui profitent à la collectivité
190,Arts,Artistiques,2,Arts festival,Festival artistique,Other Purposes Beneficial to the Community,Autres fins qui profitent à la collectivité
190,Arts,Artistiques,3,Crafts (beadwork / ceramics / furniture / glass / metal / wood / etc.),Artisanat (perlage / céramiques / meubles / verre / métal / bois / etc.),Other Purposes Beneficial to the Community,Autres fins qui profitent à la collectivité
190,Arts,Artistiques,4,Dance (ballet / classical / jazz / modern / tap / etc.),Dance (ballet / classique / jazz / moderne / claquettes / etc.),Other Purposes Beneficial to the Community,Autres fins qui profitent à la collectivité
190,Arts,Artistiques,5,Literature (novels / playwriting / poetry / short stories / etc.),Littérature (romans / la dramaturgie / la poésie / des histoires courtes / etc.),Other Purposes Beneficial to the Community,Autres fins qui profitent à la collectivité
190,Arts,Artistiques,6,Media arts (animation / film / screenwriting / etc.),Arts médiatiques (animation / cinéma / écriture de scénario / etc.),Other Purposes Beneficial to the Community,Autres fins qui profitent à la collectivité
190,Arts,Artistiques,7,Music (band / choral / gospel / jazz / opera / orchestral / etc.),Musique (groupe / chorale / gospel / jazz / opéra / orchestre / etc.),Other Purposes Beneficial to the Community,Autres fins qui profitent à la collectivité
190,Arts,Artistiques,8,Music Festival,Festival de musique,Other Purposes Beneficial to the Community,Autres fins qui profitent à la collectivité
190,Arts,Artistiques,9,Theatre / performing arts (drama /comedy /musical / puppetry / etc.),Théâtre / arts de la scène (théâtre / comédie / musique / marionnettes / etc.),Other Purposes Beneficial to the Community,Autres fins qui profitent à la collectivité
190,Arts,Artistiques,10,Visual arts (drawing and illustration / painting / photography / etc.),Arts visuels (dessin et illustration / peinture / photographie / etc.),Other Purposes Beneficial to the Community,Autres fins qui profitent à la collectivité
190,Arts,Artistiques,99,Other,Autre,Other Purposes Beneficial to the Community,Autres fins qui profitent à la collectivité
200,Public Amenities,Services publics,1,Aquarium,Aquarium,Other Purposes Beneficial to the Community,Autres fins qui profitent à la collectivité
200,Public Amenities,Services publics,2,Archives,Archives,Other Purposes Beneficial to the Community,Autres fins qui profitent à la collectivité
200,Public Amenities,Services publics,3,Art gallery,Galerie d'art,Other Purposes Beneficial to the Community,Autres fins qui profitent à la collectivité
200,Public Amenities,Services publics,4,Botanical garden,Jardin botanique,Other Purposes Beneficial to the Community,Autres fins qui profitent à la collectivité
200,Public Amenities,Services publics,5,Camps / recreation,Camps / récréation,Other Purposes Beneficial to the Community,Autres fins qui profitent à la collectivité
200,Public Amenities,Services publics,6,Cemetery (secular),Cimetières séculiers,Other Purposes Beneficial to the Community,Autres fins qui profitent à la collectivité
200,Public Amenities,Services publics,7,Community Centre / hall,Centre communautaire / salle,Other Purposes Beneficial to the Community,Autres fins qui profitent à la collectivité
200,Public Amenities,Services publics,8,Hall of fame,Temple de la renommée,Other Purposes Beneficial to the Community,Autres fins qui profitent à la collectivité
200,Public Amenities,Services publics,9,Heritage / Historical site,Site historique / patrimoine,Other Purposes Beneficial to the Community,Autres fins qui profitent à la collectivité
200,Public Amenities,Services publics,10,Library,Bibliothèque,Other Purposes Beneficial to the Community,Autres fins qui profitent à la collectivité
200,Public Amenities,Services publics,11,Memorial,Monument commémoratif,Other Purposes Beneficial to the Community,Autres fins qui profitent à la collectivité
200,Public Amenities,Services publics,12,Museum,Musée,Other Purposes Beneficial to the Community,Autres fins qui profitent à la collectivité
200,Public Amenities,Services publics,13,National and provincial parks,Parcs nationaux ou provinciaux,Other Purposes Beneficial to the Community,Autres fins qui profitent à la collectivité
200,Public Amenities,Services publics,14,Nature centre / society / trails,Centre de la nature / société / sentiers,Other Purposes Beneficial to the Community,Autres fins qui profitent à la collectivité
200,Public Amenities,Services publics,15,Performing arts centre / facility,Centre d'arts,Other Purposes Beneficial to the Community,Autres fins qui profitent à la collectivité
200,Public Amenities,Services publics,16,Public recreation / arenas / parks / playgrounds / pools,Arénas / parc / terrain de jeux communautaire / piscine,Other Purposes Beneficial to the Community,Autres fins qui profitent à la collectivité
200,Public Amenities,Services publics,17,Zoo / zoological society,Zoo / société zoologique,Other Purposes Beneficial to the Community,Autres fins qui profitent à la collectivité
200,Public Amenities,Services publics,99,Other,Autre,Other Purposes Beneficial to the Community,Autres fins qui profitent à la collectivité
210,Foundations,Fondations,1,Foundations for specified community benefit,Fondations pour un bénifice communautaire désigné,Other Purposes Beneficial to the Community,Autres fins qui profitent à la collectivité
210,Foundations,Fondations,2,Foundations funding community benefit QDs in general,Fondations pour DR qui oeuvrent pour le bénifice communautaire,Other Purposes Beneficial to the Community,Autres fins qui profitent à la collectivité
214,CAAA,ACSA,1,CAAA,ACSA,Other Purposes Beneficial to the Community,Autres fins qui profitent à la collectivité
215,NASO,OSNA,1,NASO,OSNA,Other Purposes Beneficial to the Community,Autres fins qui profitent à la collectivité
